UserID,TrackID,Action,Duration
ID829096,4bRdtnPxQOCtszlhXHSGFX,1,136316
ID505603,0Xyai3VqkT2sujXvF58zDQ,1,162624.0
ID307162,7n6FiTKMPLDZNjvmhVuxSu,1,165450.0
ID106679,6sojc43td5yKE9rNvUIq1Y,1,219570.0
ID616303,537prdNOFwHr8nxsFVI87r,3,21854
ID879978,0bQGW3w1yyDFltMKYDw7eT,1,75746.0
ID391991,2yEi49EFQdtO8EkPkJ0G5U,1,0
ID470832,2yyQmFCUPenLlfpfUxBnAd,2,176570
ID213037,5J2CHimS7dWYMImCHkEFaJ,1,154200.0
ID904299,1kKbVnjBHvRSMJUsNOQp2h,1,335542.0
ID854802,1Jol2vkVgSm3VCtu2DP8GT,1,141026.0
ID135966,2B6IkE4vnjP1fr0rQ4nbBr,1,177108.0
ID977791,24BVSsnFWbRkYSE7Rx5vbs,1,247486.0
ID694204,3P4Vcz7MhJngRf8WUAaoA0,1,348053.0
ID295552,3x9W9CTkQ8YxfsIV1XrVYw,1,155626.0
ID644594,6iXcuE0Itu6dpteHxlmBsI,1,93451
ID489039,382oL7ul0X7UKEsyRXpvAB,1,171587.0
ID474925,1wyVyr8OhYsC9l0WgPPbh8,1,576703.0
ID774655,1ufGqwim7RHxVsdaxuLmAY,1,234736.0
ID478743,1fphZ0ZxsFBEfrXWfc18g6,1,0
ID504869,2tgHz0RZ3l9waaM0xljGWP,1,178866.0
ID159265,3utAahP25e0wCno9tQih2O,1,0
ID634574,7uHw9gnuf6Fq8nKYFg4p1E,2,18091
ID451734,3RE5nHIVkC4KcA7snFaTKd,1,230098.0
ID484867,7kPu650beK6ZW7c6xUq6f0,1,219000.0
ID673792,3i4ECmpqIOYdm3wPAF8lKi,2,420679
ID272759,3B8vWrQFz67fYB0olCe20u,1,234133.0
ID271962,7E1qzc9yPdkNnwcrsDc2K2,1,228115.0
ID106679,52qebMWeKw2x34v56DPFcl,1,266706.0
ID332865,729noYG9gTUESAQBxVnCJN,1,52046
ID725392,1RhGNk4NTYWaAJxn2QS1TY,1,155685.0
ID53549,4j1gILkUs97lR3p4cep0Vp,1,215840.0
ID59909,4J7CKHCF3mdL4diUsmW8lq,1,184280.0
ID307594,09YrqBsnlOjhuQ2nzCF67v,1,54031.0
ID478743,3fCh9DjM8GqDGsS3KIHSss,1,350371.0
ID947776,0DKoPvmt4l26Rl3LdXdoK2,1,125720.0
ID332865,7HIMPoxUqzMSk2AjuyvzwE,2,4205
ID451734,4zWOzOBt1wtMYiEmWGjzlF,1,229586.0
ID908923,0TDLuuLlV54CkRRUOahJb4,2,221091
ID86157,5Yx9t9RgATAtYoHN8gbRM0,1,89467
ID767577,59nuryEQhpUbAeXDZZYira,2,103985
ID271962,33ThpWWqMDoEAjlIhZ7317,1,0
ID544081,2ufmtcIFdFpuUYBPXK5f67,1,181805.0
ID934163,5HMfAYWB1jLrEY4j27YnVm,1,156665.0
ID504869,1uQo8gIQWJGrY6wZLReyUP,1,379500.0
ID241910,4pbG9SUmWIvsROVLF0zF9s,1,0
ID286513,5dHDpwbX3TnK42Fu7x6jaP,1,147188.0
ID829096,3c7Doe67vpPgqUo2uRFyVO,2,182013
ID569558,5FkEhuXoU6xk7x6xtmkG1z,1,191066.0
ID295760,3C6ST7yv6lmAH0sJEoGmJC,2,66191
ID242194,6LUm8l4gWCuCjy6UGfLk7p,1,178533.0
ID59909,0A4Xb4Io50uHnHZ1V8x2KC,2,182950
ID468680,048Ei94cemGnPl8Cs1NxVB,1,202614.0
ID754279,6OsUmsYsq6FxzWdG6Wr89X,1,118586
ID993618,6591V8mJSzKn29si2hx9iC,1,0
ID26926,7kYc0f6JkBMaPGuYAR1YRs,1,206320.0
ID905883,32nkedxdwf3uW4jS8Jdxca,1,228013.0
ID273751,0oTqkG52eKcJ8WVVurBK38,1,0
ID63910,3HgLq0q5TT4AZ4tXGouATI,1,309773.0
ID159265,1jCEwry13TK5tfmRECgiWH,3,95231
ID904593,5QNFpjUpjZ2X9YgzIdDDhy,1,226742.0
ID474925,119c93MHjrDLJTApCVGpvx,1,252186.0
ID776927,74yLWFGThLAPXyFdJGsAxF,1,217573.0
ID365237,77Bt2DXJE1R1qsnm4D10Ox,1,0
ID858033,62UAojbZVLY5VpkV3jHJHK,1,170120.0
ID470832,0FoAlOXHI6KJ4RHP9v8jnw,1,207493.0
ID546872,7xrosWOQbSHqhZWRXY69iS,1,266083.0
ID826457,3Vh4nSqr35BOdINsqosOph,1,108355
ID106678,17vet66oUJBu8wqbMos7Qc,1,165800.0
ID526568,0ub1bABgM7pZkqermYUrNp,1,230437.0
ID515726,5H9mgDFMyT0CuFmxHZ3Ei0,1,214000.0
ID879978,5E00xRhYsooyC3MBA2H848,1,165468.0
ID307594,0mXilykDwoHhujMB1Yjzxa,1,185973.0
ID478743,7odt0XkmUk2EGgH9pdzwRQ,1,0
ID390075,1fEGtTZjrjJW8eUeewnNJR,1,241917.0
ID917440,7N0GlJusajrDjWCyS3Rjb3,1,208240.0
ID497639,1P2lKWIXQjsydsShxSl0dr,1,190815
ID127817,6ho8wfb3tVfn47wDEZTtgc,1,139824.0
ID676571,1ugRmaf5TDDf1fO3hFSIs1,1,248306.0
ID754279,2vWMm0M5s7fXbVd7v1eEwM,1,202534.0
ID980544,3hmvOKuezxt23DpfqalTb0,2,30283
ID273751,5vdWj5rEzg9lg5qbE98PmX,1,201379.0
ID495197,0qiprdV8xNfehA6G2rDbiP,1,259145.0
ID937390,4RJHyjSrcIGkFYpTkdkq2B,1,200562.0
ID904299,1bBIW9ldf7Ehk0oLeNeTj7,2,155668
ID494570,2bF4PjkcCw5ciubd2xQk3Y,1,0
ID241910,1EKNUMaRRxclLETULcps5s,1,146520.0
ID544081,2dKNAj7S8pkI1bBmSGWEet,1,273617.0
ID768309,02yaX0Reb1fQYIQdri4Ow8,1,228800.0
ID758914,6JAmWTVfU9uwJDcXi7SERD,1,123730.0
ID504869,4bTyhiSMz3BYwDnExidipV,1,195289.0
ID863947,6vSvt1WHT85TL9lMWLZvrj,1,44375
ID792434,1pTw2cNrp9L3esxLAvWnN2,1,323666.0
ID934163,5yug4vHY6oGqkFI80Ya5F0,1,340920.0
ID112462,2P6dOyearYYDZR0I8n46hh,1,205000.0
ID622177,4lkUGr6GWUQYT2I3XGZbD9,2,71236
ID109521,4xd3yfdqutRzZuWlqZCT2p,2,122478
ID533169,6lvXCTiPKfgrvUjxKjd7Ds,1,60918
ID81594,7u9FSiKwfo5XLLXGrRNKUO,1,0
ID207956,6Dr20NRSnMh9NT76D4FNqk,1,241019.0
ID775653,0t3plVcnlOrGZ05eQBt8zm,1,176986.0
ID697917,5FyQffggpTfBCkoiizxXI6,1,149999.0
ID178978,4gX8uV7Cx0VYsw1nPaL2qC,1,192027.0
ID767577,6KP1I5Ep4itKNF3wCoBroL,1,309533.0
ID199905,77AAzPYU8BzH1706odR9WR,1,211920.0
ID704766,6i7s8dpwHLZdDYSzulYmWq,1,282426.0
ID470832,0imibEEte3feHb2duTCsrN,1,1335413.0
ID546872,3sHEKLFX5F1cmQNDzlsvZp,1,134151.0
ID109521,4wldV3Pos7n4Ui60bgezZD,1,177013.0
ID840833,7zhzvOsGkawjS73IBV4kUF,1,117546.0
ID307594,49cP1TSysfYkF5UOKF6evN,1,115994
ID774655,2oGCF7bqdm78ERoKVUp7LT,1,94666.0
ID758914,1C3myqXSGq5ulhe1eqGsiB,1,0
ID676571,26JbYgOa3DElPxT2vS41BW,1,178057.0
ID146283,1ZDsdv7QHsSltM24N7xNsj,2,58814
ID207956,2TynldhyWHpsXMbvBS7gSL,1,486381.0
ID86157,22tot0Y6uKuWdAZnEQyB6g,1,278808.0
ID307594,45QBxSzECtkZ6oiOP5etEw,1,265333.0
ID112462,6Z6UuM4VMs0bkKCHKvYeux,1,0
ID94046,0vjUBRF2w4V0TQMaBHR6ca,1,158545.0
ID833285,74BfFG9qR85KXxN49esFVA,1,150666.0
ID135966,1Z7tsmCvV0QboBo37Iykri,1,134117.0
ID22733,3vsQseh75lznaLw01mH6Wl,1,0
ID421887,4rmR9rViy8pGp3PxZct9Fy,1,212950.0
ID644594,4dz0GA2DCoP3ZTLrLMd351,1,25594
ID280092,7u2kqqY13XzJx3EHv9yzzU,1,317146.0
ID865673,6HTZQOYIGZehiIfKCKSn3G,1,206672
ID792935,3ZCo8rLGeMoKaNn7km3k6S,1,0
ID391991,1Zeo9glWlcZrqdmTPXoK9o,1,205447.0
ID947776,3WRLUvhaIpFnXBR9aRvOGc,1,153306.0
ID999768,6g1VQsGGteeFbJm4IEn3N4,1,192000.0
ID857825,0suLngfo7rJoetk7Ub6N8l,1,0
ID130279,6yxdUblJv1QFGja4YfaLiV,3,15082
ID330750,2mldMnu7kHSm4l5se4Zo7Y,1,0
ID760445,6FmPXGRK2WmZQoBU5ffVYP,1,164881.0
ID195194,4ajgjf5LuCBLS0b8pOxNIo,1,212000.0
ID295760,1KPl5i5F3bhX04Fk0O5WyJ,1,150332.0
ID238086,0kdIImE10HocARiLPkJmQ1,1,169756.0
ID998112,4SgSCdVgvLAZS0lMVndle5,1,177173.0
ID247446,7behMMmmyTzM0MGfMwiq5Z,1,168000.0
ID829096,4YihOs9v5SEdUUWZcJK4ru,1,168893.0
ID535181,2HmgOWnM9l9JXa46cjBlq9,1,0
ID34807,13hvHEstJ4sNbzdroPrPI3,1,190560.0
ID421887,5tFrkZF1LBDo6uG3Z8UIlI,1,273470.0
ID26926,7kYc0f6JkBMaPGuYAR1YRs,3,6086
ID998112,3BulypenSZD2SszA4UqFFm,2,154406
ID544081,5C9czXXsCVQ7E1e0MP9eBe,1,182874.0
ID112462,4PenkIGhjX5kjFv05OndKm,1,214573.0
ID854802,5YaqbhEmoxSpIbdBTPG6KQ,1,392699
ID489039,2ScU6iEvgb0TIuKiyem9rg,1,151666.0
ID789275,018SQDupRTRsl1Wolu1X0c,1,272855.0
ID570379,3AHtiSNu2dnIKd5EAJPNSy,1,40213.0
ID109521,4VhlHWOhdRmERGmhqPE0tb,1,222440.0
ID758914,0TxD3HD4pAqdl7Ov8u0ecz,1,222000.0
ID112462,4cKmnSLAhwxaWKXQhfz5Ju,1,111208.0
ID950219,7xsirhcgFWOnItsGuBfrv9,1,413573.0
ID633430,6DBdYfd4EkR6cUPSqtEwhQ,1,194087.0
ID977791,4wFXeRjxcXG4u9W9cOUQc4,1,173173.0
ID53549,75CgD6l7K4qMzZrn4CbZqz,1,248599.0
ID178978,6FRwDxXsvSasw0y2eDArsz,1,250000.0
ID848846,5V5BeAxfzqn7rkZpDiS3BM,1,324340.0
ID567007,0wGrTrI43CKmfzbFNNhftb,1,0
ID22733,0ClPIeT6MSgfSgQ9ZrJbAq,1,196606.0
ID495197,5vc9YsAEBWbRVvgKUcA5vs,1,195813.0
ID178978,1xG1EwwTL3obzAb4kUr9yt,1,40468.0
ID130279,5DWyzRdimYu6Hl15DwvOz1,1,94777
ID53549,0snhTvHSZ5ACrvdcVWeCDS,1,224610.0
ID71447,6q3DPWwjUZKyc6tx7i9jEZ,1,92626.0
ID631998,0U5IsdNEaIDIqVUeDfBRpm,1,136647.0
ID164983,4TYCFDUrMhGku2aw8PpIn0,1,195744.0
ID993618,2Ed6f0N3tWiTBfB7pFIqLp,2,70414
ID287437,4VZAiJm5BugPrnlsMzqgUu,1,393195.0
ID984758,6XnPopwCZ6odHVVqMsllL5,1,251106.0
ID269273,3IOtQrQ3gHudTrLpKLPuvN,1,117945
ID631998,7fO6hgP2MnAjVtSxResRw2,1,164760.0
ID271962,0gBtRrMYlHoToeVB3cstKs,1,65536.0
ID761993,3mRCZFnEABKVY9iQPCgTCD,1,424146.0
ID624974,10P1Cy36hugYDFTZPCE9Bk,1,277261.0
ID770415,2Dzhwe90lhHXVU6lk7Nx0H,1,226640.0
ID263423,4QaxyJsbo5AR3bnEB7ko8h,1,0
ID725392,4IKa5EKTmhKvV1wuTJf9Eq,1,180419.0
ID713066,7Eoqr9pBOC7sp41pFDoiLC,1,195500.0
ID757185,2ccThCjEt1t1SF72mP7as2,1,47471
ID127817,4hM4bjtN98JJECGsj5uT93,1,0
ID541606,4pNe1h6fI98gVafiF9xf0w,1,176000.0
ID71447,3mvE6342MSu7wJvXUpTamG,2,267143
ID295760,5OQsiBsky2k2kDKy2bX2eT,1,235293.0
ID526568,6n4GPNskH2O3n8vm3NbxaT,1,271026.0
ID80277,1JhzfKvJtSiAKsGyRV4vNM,1,153327
ID112462,5AePsqvBUFJhzzrUTgTN5r,2,235204
ID494570,4nXkbcTj3nyww1cHkw5RAP,1,207266.0
ID808856,0OntcKieRbbS1yo2uibH71,1,180026.0
ID754279,4NUSesk9YMN0dz7Qs9wEwJ,2,144400
ID622137,0X214IiDWGaV68nzAnyGZW,1,0
ID135966,5nC5tnFVPCPKcaEO7KasRr,1,134373.0
ID400694,2u9IwpI4pV5USrE8bmHfdk,3,121498
ID53691,5qRoiTrXaFA5qHYsoeNdYG,1,184593
ID590878,1Sz402s2SN6nPicOA8DPah,2,65341
ID489039,66zJZw4rbRizY9M7Qp5sC3,1,263058.0
ID757185,3i8CD9XwX3jf82ciqxDLg0,1,234133.0
ID734627,6vUssnJuFxgw1EFG717Kd5,1,0
ID792434,6ealTEwEubl3VIyykylTCo,1,238625.0
ID776927,475bkJocC02O9MQHiRfQsO,3,87363
ID547181,6oloWgrErtc8dG2WiV55gn,1,226615.0
ID904299,5gl1MGGXaZYcWqDnLKXpBE,1,179666.0
ID725392,0KoiMHhqKLoL4xM54rcWYY,1,212500.0
ID81594,3odrUVQ9tvRpkC9II2oWzx,2,171242
ID523497,0ApIlfcdY0hVdVEVUyS2Zf,1,190392.0
ID809741,0f7a6m3AFaFM6uSG4PASl0,1,239280.0
ID213037,3OlTBlaaCxIk8GQydFwkZJ,1,134068.0
ID727780,4VlJMfwRPnJHZ60TDZDshW,1,199876.0
ID676571,7oBIzbOdN1JBGMfO8N4Xyl,1,119501
ID515726,7r57bOV3PA73s5bpjHH9u4,1,143373.0
ID73721,7LnWFUNT788TUHymfa2JED,1,176440.0
ID354534,1jy7k4URSRJeO0N2aMzj5R,1,0
ID547181,6DXadXOOEPThFrQZ15BZKC,1,0
ID904593,131JOBPzeOFhqUEh5VCU5m,1,173908.0
ID545894,4UXM6z4I5PbnJMEP9RRAay,1,92264.0
ID394353,4gS4KNWCPUdNWWkn69B52Q,1,202371.0
ID94046,26RJAPCk13MqhpFDD1L4KP,1,165800.0
ID905883,1L7OypCjRlLuaoHNDqMwJh,1,135440.0
ID858888,134KuDqugUFSbDUk0kZmLk,1,183007.0
ID89950,3RSQsVUTuIgPbQfZxxWbdW,3,22939
ID734627,05Ke9LELmOiA5i3L0ybFUy,1,150250.0
ID546872,4NmieuZWuPz5jb3V3sDoV8,1,219826.0
ID433393,2BgEsaKNfHUdlh97KmvFyo,1,186986.0
ID280289,7rnDZfdq7rNyAWLCQ9vpLv,2,144421
ID613453,0ew5ANHq1cfeLU9Vj15pJ1,3,221952
ID644594,5wRosZhB66DzD6WSnt0XyX,1,184581.0
ID725392,5qyEyqpT0TBVun8W07MEmR,1,237882.0
ID164983,1TXQh7R4ZaozkuFTRVZlYm,2,68439
ID518196,2HHAxkrJbuWZ7JWdxYbsWO,1,324906.0
ID63910,2ccERNgupCOr0XjIikHDKJ,1,159130.0
ID130185,3MNFiVcKOPlcvXcx9EHdpE,1,134414.0
ID950219,45eEjffcfZfXgILWoY2tZw,1,340626.0
ID244723,5zUSSrLL4DXztTcokuGpVq,2,134203
ID725392,1uyYFFjHvDeOTAhNydCURZ,1,277049.0
ID897614,0H1Had94fszD13qsFsP1U5,1,49469
ID825996,6ursmCnbc9oDRGa2yHKkoZ,2,106496
ID904299,1kKbVnjBHvRSMJUsNOQp2h,1,137830
ID271962,4h9oLGyXoSN83H4wPGg3Rh,1,229746.0
ID848846,0LOgt6yDDGGBHSWvlKbdHo,1,184522
ID950219,1HrDeVl2xmX0ALXE1fl4qE,1,188000.0
ID546872,5RWA30VaTsYkFrkzxKL3aK,1,68478
ID530459,2lFAT6fkTsV7eHVkhhlfq5,1,302006.0
ID673792,1TuWr81XEnKF2oyKxeYHWf,1,305440.0
ID313877,5LiRAURpZbJhBlBQbHyZFC,1,178949.0
ID109521,2e0bYXa7BRXqPilw9Qj49f,1,0
ID616303,1d138kngFyyMN6XFOtHAae,1,151903.0
ID242194,3P3pw6C19j31Rnzgo3JG7o,1,0
ID546872,4R2kmU6XEfwkaLjrEIIerU,1,258122.0
ID615005,7Lm9N6Hka2kZilSEs63NeM,1,191021.0
ID503225,4vdOkAa2BXmuI8DsNUmOUr,1,15734
ID296011,4uaRUpAdVcjF5ME0QoZfuG,2,428
ID729939,7nAfXgeHfDO50upcOjJOaq,1,231306.0
ID239312,3DmK9CjTb6DMgnveSK5Sr5,1,167072.0
ID775653,3F3roWqJPMtmLbPPl93bbR,1,177886.0
ID907095,3PJLJVGxQ1lbLiJgI2ivo0,1,0
ID261710,6B9Mgf9smWqxDjA35VD6MK,1,19851
ID914341,7nTDFaGqZtkA0KDEays8vu,1,198213.0
ID879978,14YkNhtwblvxRzsx47gyKC,1,0
ID53691,10tWekrcBpZ8Nh3vHZxYJY,2,162551
ID390075,4PFAaMMu6Utdpx5WqRtAup,1,559093.0
ID863947,7k3uKOLzMCvYM00E3QZTSq,1,0
ID53691,4mGigKCuAXQot4xkmhate9,2,199139
ID130279,20oObdEfRtnT9PkZ6YqOP2,1,168512.0
ID91199,1ZVM6nEcLkBQAawbYufNZI,1,239431.0
ID590878,0JtUukp0GQJLORAK361mFn,1,63475
ID280092,5mrfBg8A92Ypp7yZcZLzZ5,1,212080.0
ID421887,3nbnyZb8F60d9vHLm8RX9N,2,132390
ID157113,6U9jxxdQ6TNzjshIpwWMTf,1,182857.0
ID613453,5LoTAmnIDrCfLBopjo7zHG,3,64626
ID792935,3329kOf7VS9xXjC1LqzEtQ,1,149600.0
ID675972,4zPZH9rdwjD3TBvHZvPLSl,1,274716.0
ID879978,5PjqyZ3iFTaQgfSkbIOY1G,3,505326
ID530459,2mNw979gQkL6Z6mCxgCect,1,181765.0
ID421887,3ENHpbTuY72FukZbwGP6bc,1,254200.0
ID295552,5Y1ZwJHNKXql7ZgdJnNt9d,3,193763
ID112462,67ymMIeLBiRIzWCjIF4SuY,1,220226.0
ID872257,2CkaHCJGoUlG0u3f69G84H,2,182889
ID729939,7jydewKWDLT3bAWekZCYn4,1,230479.0
ID830846,7szxifMiAXPrK3wOdDpMdd,2,7153
ID105283,7bg3UimnS4beLnE476hfEE,1,231616.0
ID789275,2cqKFu7YMdbKlmscbHzcKD,1,82790.0
ID470832,6awEFGRJn9q75S3oYxnJEs,1,144000.0
ID178492,3DCswNCOnWhHnq8gIhclyg,1,244000.0
ID287437,0Mbd5y1ZlWzSUR2jNQAJXY,1,122870.0
ID53691,1Gu5kH1bWiIxsXMB7hoQ6T,3,187395
ID854802,4mos9mL081crow85rBCvtE,2,117208
ID757185,4lhN0GFwvnfAXgcJ6JRFds,1,155573.0
ID94046,4zmRo7Flwb6bzx2J0Yel6Q,1,250961.0
ID132397,1Jc4XBMWl3RMtxdCDPH942,1,168013.0
ID386628,33wTrwfbn1Pjc9wMaC6RnF,1,0
ID809741,63yPnzpuLKgNPITWaP1eFG,1,78926.0
ID675972,7ED8YfAot9P3QKiH5owgA7,1,223511.0
ID130279,1GljONHNvhA1lVr9jmTVkd,1,163404.0
ID672471,4mHDZbwCZxtfPtJ82ipjWp,1,370000.0
ID673792,17kvkuaX3jmBQr8KShf6Fl,3,113193
ID706527,64LJZpSz4VxvNDcyx1762M,2,27683
ID690814,0iajFCLXYYqX2XS6q4ptsF,1,244235.0
ID459637,6v5vr3SqSczkqIIVeW8RjZ,1,168308.0
ID80277,1zHFdoHXlz26QfDd17nKm9,1,169866.0
ID112462,5XNpdKmlLJPUbwKQceX2tW,1,408480.0
ID526568,42zrLbtRnhMwVN6T43fRRp,1,237230.0
ID729939,7ePjtuqKqa0ZbzznCNqiEf,1,306600.0
ID776927,5N8PNPuZSolQk7hFwtEkIw,1,222933.0
ID429863,5yvXCtOc2m4bSxG24lumPb,1,342026.0
ID247446,2uMNMcjjUz8oNIxjIu20qE,1,219937
ID219077,1lKcR3tgSfylZ8XAAFarqU,1,159000.0
ID991324,0vSAsph1vdB1zN1OJR3lHy,1,252306.0
ID332865,73a6lQjS5yhvTwSg9iWoJE,3,151976
ID272759,1QhB4xAsples3ILh2jrADU,2,63433
ID178978,2gVaoi7sYWUWNpuQGysjdQ,1,232106.0
ID622177,7iDWdPF81DIex21TDzJgHv,1,353878.0
ID459637,2WWfjbHALIb3e7FMcj9mr4,1,237140.0
ID791478,6MeaIZrvNxJQkBugvWqkTa,1,150515.0
ID767577,1hCpXH3ZEm6LkEfWbodNCv,1,295373.0
ID638546,509uUPrzcnnCOZbCpCi1Im,1,287681.0
ID183185,19EZKr7Kf0XWCcspyWL8Rp,1,203333.0
ID269273,6ztstiyZL6FXzh4aG46ZPD,1,288293.0
ID89031,4h9nt7QsqBHYmS4B0wpLNU,1,95480.0
ID164983,57DvS05QXPhreHY6cpQNiI,1,161386.0
ID151282,01o10secJwruTgJpKVC0lY,1,165000.0
ID631998,3sGmuJB7VYSPoFYjpldx8a,1,180348.0
ID287437,47cudeVXxwlOYQal03mNSl,1,279026.0
ID86157,1ng3xbbnwCFzYqP5Zsg4en,1,412467.0
ID545894,16E6y0gt1Bl4bfUEzJJWNY,2,75574
ID791478,3C0K6ldyghoPafc1rde6qJ,1,187173.0
ID451734,36nutPAJFggPeddyVWDFm9,1,207335.0
ID638546,5RgFlk1fcClZd0Y4SGYhqH,1,201373.0
ID961238,5MvvKvb8LfyeqMv0VSvlPP,1,255316.0
ID131796,3dsULQqwguPuMSOCpkMbZA,1,301826.0
ID106679,47B8TN9x2QIUqsv3ZTaZEJ,2,118710
ID164983,2pcwmk8c1pTYwX0COSVX52,1,47912
ID416474,1UJg3aE3BVAlQOOrmKSLrC,1,315411.0
ID178978,5jGsbEdBfe7hwlWcvwnIKK,1,224560.0
ID526568,22UBfe2C7gNp1LPDylp6Pr,1,21828
ID213037,77xn1anAxiWgS742alUTU8,1,334800.0
ID219077,6JilFqhtGTaEdKH6EYf10j,1,143278.0
ID388439,1B6d6tSoQTZyYalEFVu86p,1,317675.0
ID271962,2X30fR4jrB0b1dBPPKdICb,1,158880.0
ID400007,03rzWgbM85fmkOsxb9KRai,1,336091.0
ID494570,703r0wMVb9hr4wZMN6FiKb,3,3665
ID758914,3iICKiDTyIK5qoVl2hXB2f,1,177391.0
ID897614,4iOeNGGUNms7gNViydA70S,1,286946.0
ID593205,46nvQpUDsxpS08UTFOeKTA,1,165524.0
ID774655,0l1i3nJ4aDMk0inxnvzYTz,1,173932
ID261710,6bIW3HRLb5hAr0n9Teyjpe,1,21513
ID424188,0EfdF8WWM6tSCM9V04fnKv,1,191982.0
ID34012,5LksfXJnrlPbol0SB5CLtS,1,149160.0
ID26926,5gddvGci7sRw7sAET2E7Hz,1,0
ID351184,6RG9WyeGTkM1xwI2gzUhbH,1,297520.0
ID273751,1Y3W451uvsj7cz5KSaZFjn,1,246844.0
ID269273,5G4roC38WFtOEF5Jo7vLUR,1,201400.0
ID757185,6oFo0OUM6sS2vVeS0kVlI7,1,532980.0
ID932858,0RtVjbctdAyn2tU548qmja,1,0
ID530459,2TocLZMOpI8t0fwIYiXRU5,2,45508
ID774655,79V8ZpQFYAICfLFHEhJq7T,1,75026.0
ID130185,31DvtPtr9azpLID1Kc8cEO,1,236000.0
ID860479,44erPhT8SA6HGws14ghU6x,1,184203.0
ID400007,1y0iQye2BYFNZwodM3gvPl,1,76734.0
ID451734,41PYCwtDbSOp4X8UBC5Wbp,1,341203.0
ID675904,4Avnu5FR70qWD9VxandTWe,1,253279
ID673792,3xGTUo0WtGSwCSxLIhCn0r,1,58463
ID195194,6yxIbucNXDmJxGMrbJRivA,1,115727
ID791478,2yUTr48mqvWN8IfDECd2Lf,2,3672
ID295552,7ckUEDVJ1woYh2NnaHxA8G,1,131733.0
ID711208,0ZgMBZeFQC8Jja48NuDaSC,1,128842
ID654959,5SldOuztcMLkVUP4EUvULx,1,145984.0
ID155496,5xhwV4uP1mfsdEAe9n7PAS,1,220680.0
ID644594,1JO1xLtVc8mWhIoE3YaCL0,1,176293.0
ID754279,4NUSesk9YMN0dz7Qs9wEwJ,1,13984
ID494570,6BWU3P2Q73XEicLPQTAgCN,1,154680.0
ID497639,3bg4v8DOUebCKnkIZ1jU1I,3,226361
ID241910,7b1JFWEOfZtN9HGCzvBOir,3,17075
ID106679,0OtXJQBLb7wPXL2XyN2cFW,1,258586.0
ID792935,0ZNYGrmcehorhh9JOeg5Iv,3,5761
ID784377,4bL4tquFXTn9bz3Liu4Xb7,1,233240.0
ID704766,66B30LEHJfPv8r3YNKUV99,1,240000.0
ID280289,44Ycmx7s0eB45OZTTWcEC3,1,0
ID825996,6hHpXo2XMMKR5lIfa19aLM,3,98060
ID980544,5mrfBg8A92Ypp7yZcZLzZ5,1,212080.0
ID295552,6uPkafDS5iSjCzmrAqiMQK,3,172595
ID907095,4Uiz713Fq4FOKLs0UTr5Od,1,190066.0
ID213037,2ch4KLYvi9ZGq2pNyEsMom,1,225933.0
ID523497,2S9yxu8MLsL0CXoSdGuues,1,267493.0
ID497639,6osaMSJh9NguagEDQcZaKx,1,185194.0
ID737617,4q16qXuHb7z38cO7eR1NrJ,1,158266.0
ID833285,2wrz9b1tHvBTedD8tx5kZG,1,207296.0
ID754279,7BkQoM9YxE7RvfRsWXhcGP,1,0
ID624974,5naar7XewEOAjOywIp6Jjq,1,155146.0
ID124329,2AiaI6KaPOJofH97x3XvV8,1,178242.0
ID80277,78YCFnhSZPZbkdYEpmPFf7,1,133501
ID34012,7mwFpSD2Y6wTAi9lWTPNRB,1,203053.0
ID791478,2zM7Ato6xDOi8ten4qn7Cm,1,0
ID760445,2Eo5TuDu2fPROZ3ro7hvNd,1,186977.0
ID727780,04iTE6hn0yvbWHJXkIfLyy,1,693666.0
ID530459,2TocLZMOpI8t0fwIYiXRU5,1,71974
ID840833,4zcMBfbQZvBSHQBGDd6gsN,1,214360.0
ID767577,7d6LFeAUDkppWAEKE8gFQd,1,241855.0
ID93601,2sLiV6IErgMwq3joqn8mC6,1,207384.0
ID767577,50xwQXPtfNZFKFeZ0XePWc,1,0
ID448864,79i617mqpQLwUs3WTokYX9,1,130893.0
ID497639,2pwmuRodQcwXx2vvw6CZgD,3,58919
ID676571,5huIyIlnwtOOpaeSGTydHI,1,189405.0
ID757185,6iW38RGqdDGOofmz2HeXLW,1,166451.0
ID910199,4CWP7Zw5iq6Pwy69xlhpvl,1,262936.0
ID295552,2l0u2PkLEmZPYuyeMTvFEp,1,643333.0
ID132397,4jTVJvaZg5CftauLD2ou9F,1,181043.0
ID518196,21BfslzLCx6jrXwjqV6Cpg,1,173333.0
ID822766,3BDMkqHAiIQukOgkqNuQB0,1,260013.0
ID729939,5029vpQu4KlJp0Kqobuc01,1,220746.0
ID809741,0Rv8J2jCczm7nxMurGBIcG,3,209357
ID791478,3Z9vR8JrHFyyjB0JoHzx6p,1,191440.0
ID615005,43gjuoEXiaaf9gKuwX7RDp,1,147527
ID429863,2CNYxrbpznawrX4k3FGy6X,1,236250.0
ID590878,5BpJHgfiZgv3nHor7A3ynd,1,0
ID767577,10s9tSE1e8RXSufhzw9Aw3,1,328504
ID523497,4qOLXhlSx2acMtoEQKrGVt,1,155395.0
ID353937,3DfO1b2g7RSiizwFQfCg1A,1,236480.0
ID431880,4yZyftmjG4vOK7KkOgOJsU,1,213009.0
ID716179,48L6QXYIwpL3JkrkpYFRTP,1,286320.0
